y1,y2,y3,y4,y5,y6,y7,y8,y9
7,SEDAN,SP,62,M,Casado,22066,"0,81",0
10,MONOVOLUME,SP,53,F,Casado,21281,"0,81",0
10,PICAPE LEVE,SP,60,M,Casado,20963,"0,83",0
10,PICAPE LEVE,SP,83,M,Casado,31203,"0,76",0
7,SUV,SP,44,F,Casado,72574,"0,82",0
1,HATCH,SP,22,F,Solteiro,26799,"0,76",0
10,MONOVOLUME,SP,69,F,Divorciado,33120,"0,77",0
5,SEDAN,SP,33,F,Solteiro,25660,"0,19",0
0,SUV,SP,55,F,Casado,87496,"0,76",0
10,HATCH,MG,50,M,Casado,58438,"0,79",0
6,SEDAN,SP,58,M,Casado,34572,"0,77",2
10,SEDAN,SP,48,M,Casado,77545,"0,31",0
2,HATCH,PR,51,F,Viuvo,21679,"0,76",0
9,HATCH,MG,67,M,Casado,13346,"0,80",0
0,MONOVOLUME,SP,57,M,Casado,14223,"0,80",0
2,SEDAN,MG,43,F,Casado,61685,"0,80",0
3,HATCH,SP,31,F,Casado,30749,"0,82",4
10,MONOVOLUME,SP,37,F,Casado,47396,"0,80",0
7,SEDAN,SP,36,M,Casado,23218,"0,81",2
3,HATCH,SP,39,F,Casado,22634,"0,76",0
9,HATCH,SP,49,F,Casado,50285,"0,78",0
10,SUV,MG,53,M,Casado,46691,"0,83",0
1,HATCH,SP,40,F,Casado,34337,"0,76",0
8,HATCH,SC,32,M,Casado,24397,"0,41",0
1,HATCH,SP,22,F,Casado,29179,"0,83",0
0,SEDAN,SP,50,F,Casado,42796,"0,81",0
10,SEDAN,SP,50,M,Casado,75025,"0,82",1
10,HATCH,SP,57,M,Casado,41372,"0,76",0
10,SEDAN,SP,68,M,Casado,40394,"0,83",0
10,SEDAN,SP,51,M,Casado,20425,"0,05",0
10,HATCH,SC,61,F,Viuvo,11938,"0,77",0
9,SEDAN,SP,80,M,Casado,18645,"0,77",0
2,SEDAN,SP,74,M,Casado,15091,"0,78",0
5,SEDAN,SP,36,M,Casado,11511,"0,77",0
2,SEDAN,BA,33,M,Casado,21230,"0,03",0
10,SUV,SP,41,F,Casado,46803,"0,24",0
9,HATCH,RS,48,M,Solteiro,10096,"0,25",0
10,STATION WAGON,SP,59,M,Casado,23112,"0,78",0
10,MONOVOLUME,DF,52,F,Solteiro,25515,"0,28",0
10,STATION WAGON,SP,81,M,Casado,26328,"0,77",0
1,HATCH,RJ,27,F,Solteiro,17186,"0,78",0
8,SUV,SP,58,F,Casado,46548,"0,83",0
10,SEDAN,SP,49,F,Solteiro,10152,"0,77",0
10,SEDAN,SP,37,M,Casado,63118,"0,81",0
3,SEDAN,PR,59,M,Casado,18026,"0,79",0
10,HATCH,SP,47,M,Solteiro,22017,"0,76",0
6,PICAPE LEVE,SP,62,M,Casado,27886,"0,77",0
8,PICAPE PESADA,BA,60,M,Casado,64425,"0,79",0
9,CAMIONETA LEVE,SP,68,M,Casado,28916,"0,81",0
0,SUV,SP,54,F,Casado,29666,"0,09",0
2,SEDAN,SP,58,M,Casado,47558,"0,04",0
8,SUV,SP,61,F,Casado,65410,"0,11",0
10,SEDAN,SP,37,M,Casado,65212,"0,76",0
4,HATCH,SP,35,F,Casado,29824,"0,06",0
10,HATCH,SP,61,M,Casado,63224,"0,33",0
9,PICAPE LEVE,SP,53,M,Casado,17797,"0,78",0
10,MONOVOLUME,SP,40,M,Casado,20865,"0,79",0
2,HATCH,SP,74,M,Casado,16663,"0,80",0
1,HATCH,PR,27,F,Casado,29887,"0,82",0
0,HATCH,MG,68,M,Casado,15376,"0,80",0
4,HATCH,SP,63,F,Casado,14848,"0,83",0
8,HATCH,SP,33,M,Solteiro,27010,"0,84",0
10,SEDAN,CE,72,F,Casado,38064,"0,76",0
7,HATCH,SP,62,M,Casado,24886,"0,82",0
10,SEDAN,SP,51,M,Casado,41617,"0,78",0
3,HATCH,SP,36,M,Solteiro,13376,"0,83",0
3,HATCH,RJ,78,M,Divorciado,40501,"0,05",0
5,HATCH,SP,54,M,Casado,26223,"0,79",0
10,SEDAN,SP,43,M,Casado,36959,"0,82",0
10,SUV,SP,51,M,Casado,44443,"0,76",0
10,HATCH,SP,70,M,Casado,13350,"0,80",0
4,SEDAN,SP,47,F,Casado,19410,"0,56",0
8,SUV,SP,28,F,Solteiro,47685,"0,76",0
3,SUV,DF,53,M,Casado,54510,"0,77",0
8,PICAPE PESADA,GO,48,M,Casado,44580,"0,43",0
2,SEDAN,SP,37,F,Casado,44243,"0,52",0
7,SEDAN,SP,32,F,Solteiro,50697,"0,78",0
1,SEDAN,RJ,61,M,Casado,37816,"0,02",0
6,SUV,SP,57,F,Solteiro,62436,"0,26",0
6,PICAPE LEVE,MG,54,F,Casado,22129,"0,36",0
2,STATION WAGON,SP,54,M,Casado,24651,"0,82",0
10,HATCH,SP,57,F,Viuvo,39713,"0,71",0
9,SUV,RJ,53,M,Casado,48676,"0,45",0
5,HATCH,SP,27,F,Solteiro,40393,"0,62",0
0,MONOVOLUME,SP,40,F,Casado,24744,"0,76",0
1,MONOVOLUME,SP,29,M,Casado,42042,"0,69",0
7,HATCH,RS,57,F,Casado,17050,"0,82",0
6,HATCH,SP,42,F,Casado,15952,"0,80",0
8,SEDAN,SP,58,F,Viuvo,57685,"0,45",0
10,SEDAN,SP,47,F,Casado,60881,"0,78",0
4,HATCH,SP,30,F,Casado,25015,"0,02",0
10,HATCH,PR,68,F,Divorciado,24495,"0,47",0
4,HATCH,RS,71,M,Casado,33728,"0,82",0
4,PICAPE PESADA,MG,64,M,Solteiro,107275,"0,79",1
3,HATCH,SP,42,M,Casado,16448,"0,77",0
6,MONOVOLUME,SP,40,M,Casado,31341,"0,80",0
9,HATCH,SP,50,F,Casado,25492,"0,81",0
0,MONOVOLUME,SP,23,F,Solteiro,15133,"0,54",0
6,SEDAN,PR,44,M,Casado,34251,"0,82",0
7,HATCH,SP,51,M,Casado,34225,"0,84",0
3,STATION WAGON,SP,71,M,Casado,14310,"0,80",0
2,STATION WAGON,MG,54,M,Casado,23570,"0,82",0
10,PICAPE LEVE,PR,58,M,Casado,17089,"0,81",0
1,SEDAN,SC,25,F,Casado,69730,"0,13",0
2,MONOVOLUME,PR,35,F,Casado,15133,"0,82",0
9,SEDAN,SP,81,M,Casado,56078,"0,77",0
10,SEDAN,SP,70,M,Casado,19464,"0,78",0
10,HATCH,SP,37,M,Casado,19974,"0,10",0
0,SEDAN,SP,68,F,Viuvo,33151,"0,81",0
10,SEDAN,SP,47,M,Casado,64292,"0,77",0
10,SEDAN,SP,63,M,Casado,48127,"0,77",0
2,SUV,SP,50,M,Casado,95929,"0,78",0
6,PICAPE LEVE,SP,62,M,Casado,23004,"0,14",0
1,HATCH,SP,37,F,Casado,13161,"0,77",0
10,HATCH,SP,47,F,Solteiro,19964,"0,84",0
10,STATION WAGON,SP,75,F,Casado,23824,"0,83",0
8,HATCH,SP,53,M,Casado,17587,"0,79",0
6,SEDAN,SP,35,M,Casado,45652,"0,82",0
10,SEDAN,MG,68,M,Casado,21352,"0,59",0
4,PICAPE LEVE,SP,50,F,Casado,30763,"0,81",0
5,HATCH,MG,56,M,Divorciado,24963,"0,77",0
10,SUV,SP,52,M,Casado,62101,"0,80",0
10,STATION WAGON,SP,43,F,Casado,24651,"0,81",0
10,PICAPE PESADA,SP,44,M,Casado,79921,"0,54",0
10,SUV,SP,48,F,Casado,51789,"0,43",0
10,HATCH,SP,36,M,Casado,32097,"0,78",0
1,SEDAN,PR,33,M,Casado,35505,"0,80",0
2,SUV,SP,44,F,Casado,109876,"0,78",0
10,SEDAN,SP,54,M,Casado,30725,"0,83",0
9,SUV,SP,57,F,Casado,47685,"0,57",0
4,HATCH,SP,49,F,Divorciado,24497,"0,79",0
9,HATCH,SP,42,F,Casado,34225,"0,76",0
0,SEDAN,SP,42,F,Casado,60278,"0,79",0
0,SEDAN,SP,46,M,Casado,23875,"0,77",0
10,HATCH,SP,64,F,Casado,33166,"0,83",0
10,SEDAN,RS,78,F,Casado,53185,"0,83",0
10,SEDAN,SP,47,M,Casado,16680,"0,79",0
10,SEDAN,MG,71,M,Casado,84495,"0,81",0
10,SUV,SP,53,F,Solteiro,29666,"0,83",0
0,STATION WAGON,SP,42,M,Casado,26272,"0,08",0
5,SEDAN,SP,28,F,Solteiro,18026,"0,51",0
10,MONOVOLUME,SP,79,M,Viuvo,15996,"0,80",0
0,HATCH,SP,40,F,Casado,16356,"0,05",0
10,MONOVOLUME,SP,58,M,Casado,19922,"0,82",0
0,HATCH,SP,23,F,Casado,15952,"0,77",0
10,SEDAN,MG,56,M,Casado,26278,"0,80",0
10,SEDAN,SP,48,F,Casado,33844,"0,20",0
6,SUV,PE,36,M,Casado,65410,"0,84",0
4,MONOVOLUME,SP,59,M,Casado,21783,"0,81",0
8,SEDAN,CE,77,F,Viuvo,77545,"0,81",0
3,CAMIONETA LEVE,PR,45,M,Casado,18376,"0,83",0
6,HATCH,SP,71,M,Casado,60941,"0,79",0
2,HATCH,SP,55,F,Casado,18691,"0,71",0
2,HATCH,SP,34,F,Casado,28689,"0,12",0
2,HATCH,SP,64,M,Casado,18104,"0,82",0
8,HATCH,SP,57,F,Casado,34325,"0,77",0
10,SUV,SP,72,F,Viuvo,47534,"0,82",0
10,SUV,SP,52,M,Casado,52478,"0,50",0
3,SEDAN,SP,54,M,Casado,34854,"0,75",0
10,MONOVOLUME,MG,61,M,Solteiro,36848,"0,38",0
10,SUV,SP,65,M,Casado,80429,"0,29",0
3,SEDAN,DF,50,F,Casado,24755,"0,81",0
6,SEDAN,SP,63,F,Casado,19608,"0,80",0
3,HATCH,SP,46,M,Solteiro,39703,"0,12",0
10,HATCH,PR,63,M,Casado,27713,"0,83",0
10,MONOVOLUME,SP,71,M,Casado,17884,"0,79",0
10,SUV,SC,64,M,Casado,35069,"0,80",0
7,SUV,SP,44,M,Casado,54510,"0,53",0
10,HATCH,SP,69,F,Solteiro,3884,"0,04",0
10,HATCH,SP,49,F,Casado,20073,"0,13",0
8,SUV,SC,46,F,Casado,34816,"0,76",0
4,CAMIONETA LEVE,PR,46,F,Casado,36982,"0,83",0
10,HATCH,SP,51,M,Casado,17818,"0,80",0
6,MONOVOLUME,SP,29,F,Solteiro,17222,"0,79",0
0,SEDAN,RJ,62,M,Casado,60278,"0,31",1
10,HATCH,PE,44,F,Casado,23723,"0,77",0
5,SEDAN,SP,55,F,Divorciado,35493,"0,59",0
10,HATCH,SP,64,F,Casado,42200,"0,79",0
10,SEDAN,SP,54,M,Casado,42532,"0,81",0
10,HATCH,SP,64,F,Casado,39377,"0,24",0
10,SEDAN,SP,65,M,Casado,55200,"0,80",0
10,SUV,SP,65,F,Casado,59839,"0,84",0
1,SEDAN,SP,46,M,Casado,44904,"0,27",0
1,MONOVOLUME,SP,61,M,Casado,21963,"0,04",0
1,HATCH,SP,52,F,Casado,23329,"0,80",0
10,HATCH,PR,68,M,Casado,34325,"0,81",0
1,SEDAN,DF,29,M,Casado,43752,"0,82",0
10,HATCH,SP,45,F,Solteiro,11740,"0,83",0
10,SUV,SP,70,M,Casado,52478,"0,30",0
10,SUV,SP,57,M,Casado,33644,"0,78",0
5,SEDAN,RJ,68,F,Divorciado,23815,"0,16",0
10,HATCH,SP,62,F,Solteiro,48936,"0,83",0
2,MONOVOLUME,SP,58,F,Casado,38210,"0,82",1
7,SEDAN,SP,76,M,Casado,45766,"0,18",0
7,MONOVOLUME,SP,44,F,Casado,62901,"0,76",0
6,PICAPE LEVE,SP,82,M,Casado,12232,"0,18",0
10,HATCH,SP,39,F,Casado,29745,"0,34",0
10,MONOVOLUME,CE,58,F,Casado,34396,"0,80",0
2,STATION WAGON,SP,75,M,Casado,26212,"0,80",0
0,PICAPE LEVE,SP,37,M,Casado,35170,"0,81",0
10,SEDAN,SP,38,F,Casado,34913,"0,82",0
4,SUV,SP,58,F,Casado,63539,"0,34",0
1,HATCH,PR,33,M,Casado,23898,"0,60",0
10,PICAPE LEVE,SP,70,F,Casado,33326,"0,79",0
4,HATCH,SP,52,F,Casado,41122,"0,82",0
10,PICAPE PESADA,RS,72,F,Casado,36654,"0,79",0
7,SEDAN,SP,34,M,Casado,70272,"0,84",0
10,MONOVOLUME,SP,44,M,Casado,29140,"0,08",0
7,HATCH,SP,63,F,Viuvo,28594,"0,65",0
5,HATCH,SE,46,M,Casado,39493,"0,78",0
10,HATCH,SP,40,M,Casado,32583,"0,83",0
4,HATCH,SP,31,M,Casado,33882,"0,80",0
10,SEDAN,MG,61,F,Casado,33543,"0,59",0
4,SEDAN,SP,58,M,Casado,22203,"0,78",0
7,HATCH,SP,43,F,Casado,19398,"0,79",0
10,SEDAN,SP,48,F,Casado,39741,"0,80",0
9,SEDAN,SP,65,M,Casado,29255,"0,81",0
1,SEDAN,SP,35,M,Casado,59251,"0,05",0
0,SEDAN,SP,67,M,Casado,60852,"0,21",0
0,HATCH,MG,44,F,Casado,16697,"0,80",0
10,HATCH,SP,50,M,Casado,33218,"0,81",0
10,SEDAN,SP,50,M,Casado,46019,"0,55",0
10,MONOVOLUME,PR,22,F,Solteiro,45139,"0,79",0
3,HATCH,PR,45,F,Casado,10811,"0,81",0
0,HATCH,BA,71,M,Solteiro,34655,"0,59",0
8,SUV,SP,49,M,Casado,72608,"0,08",0
10,STATION WAGON,SP,58,M,Casado,24141,"0,79",0
5,HATCH,RS,56,F,Casado,33590,"0,79",0
10,SEDAN,SP,47,F,Casado,19608,"0,84",0
10,SUV,RJ,63,F,Casado,46295,"0,01",0
10,PICAPE LEVE,SP,27,M,Solteiro,37078,"0,11",0
0,SEDAN,PE,49,M,Casado,44989,"0,28",0
7,HATCH,SP,53,F,Casado,10205,"0,79",0
1,HATCH,SP,33,M,Casado,34325,"0,10",0
1,HATCH,SP,56,M,Casado,19436,"0,60",0
2,HATCH,SP,60,M,Casado,20556,"0,79",0
6,HATCH,SP,81,F,Viuvo,23229,"0,81",0
2,HATCH,SP,41,M,Casado,40447,"0,06",0
9,HATCH,SP,52,F,Divorciado,26016,"0,07",0
5,HATCH,SP,70,M,Casado,22636,"0,79",0
10,SEDAN,SP,69,M,Casado,10689,"0,76",0
10,SEDAN,SP,44,F,Casado,46689,"0,83",0
10,PICAPE PESADA,SP,64,M,Divorciado,12641,"0,81",0
3,PICAPE LEVE,MG,74,M,Casado,38707,"0,02",0
10,SUV,SP,54,M,Casado,75491,"0,60",0
10,HATCH,SP,38,F,Casado,21725,"0,78",0
8,PICAPE LEVE,PR,70,M,Casado,20648,"0,80",0
0,HATCH,PR,33,M,Casado,19642,"0,69",0
1,HATCH,SP,21,F,Solteiro,34773,"0,76",0
8,HATCH,SP,32,F,Solteiro,12679,"0,01",0
10,HATCH,SP,50,F,Solteiro,24914,"0,01",0
2,SEDAN,RN,35,F,Casado,31006,"0,76",0
10,SUV,SP,34,M,Casado,62205,"0,79",0
3,HATCH,SP,47,M,Casado,19833,"0,80",0
10,SEDAN,SP,44,F,Solteiro,67854,"0,82",0
8,HATCH,SP,60,F,Casado,12679,"0,82",0
4,HATCH,SP,50,M,Casado,25719,"0,82",0
3,HATCH,SP,52,M,Casado,17455,"0,82",0
10,HATCH,SP,40,F,Casado,41637,"0,08",0
5,SUV,SC,59,M,Solteiro,84425,"0,80",0
4,HATCH,SP,71,M,Casado,20100,"0,81",0
9,HATCH,SP,47,F,Casado,32585,"0,81",0
10,SEDAN,SP,39,F,Casado,34624,"0,82",0
10,SUV,SP,50,M,Casado,45846,"0,79",0
10,HATCH,SP,53,F,Casado,34325,"0,83",0
10,HATCH,SP,64,F,Casado,16448,"0,76",0
10,SEDAN,MG,79,M,Casado,74088,"0,05",0
2,HATCH,SP,65,F,Casado,27726,"0,82",0
3,SUV,SP,41,F,Casado,66560,"0,29",0
2,HATCH,SP,57,F,Casado,45387,"0,79",0
2,HATCH,SP,41,F,Casado,31287,"0,82",0
0,SUV,MG,29,M,Casado,36093,"0,81",0
3,HATCH,MG,38,M,Casado,20806,"0,79",0
10,HATCH,SP,60,F,Casado,6268,"0,78",0
10,SEDAN,SP,63,F,Casado,35959,"0,79",0
2,HATCH,SP,48,M,Casado,26170,"0,68",0
10,HATCH,SP,52,F,Divorciado,27839,"0,77",0
2,HATCH,SP,35,F,Casado,32546,"0,11",0
6,MONOVOLUME,SC,41,F,Casado,16114,"0,16",0
1,HATCH,SP,84,M,Casado,14378,"0,58",1
0,HATCH,SP,45,F,Casado,21211,"0,79",0
10,SEDAN,SP,70,M,Casado,84525,"0,79",0
10,SEDAN,SP,42,M,Casado,25826,"0,81",0
6,HATCH,SP,38,M,Casado,34225,"0,76",1
10,SEDAN,SC,63,M,Casado,53185,"0,01",0
10,SEDAN,MG,83,M,Casado,28346,"0,78",0
2,SUV,MG,39,F,Casado,45937,"0,06",0
7,HATCH,SP,38,M,Casado,25520,"0,81",0
10,SUV,SP,63,M,Casado,30800,"0,83",0
5,SEDAN,SP,49,M,Casado,20532,"0,83",0
7,SEDAN,SP,37,M,Casado,16202,"0,17",0
9,SUV,SP,52,M,Casado,99982,"0,81",0
1,HATCH,MG,39,F,Solteiro,41735,"0,76",0
10,MONOVOLUME,SP,66,F,Casado,37787,"0,82",0
10,SUV,SP,51,M,Casado,27721,"0,08",0
10,SEDAN,SP,50,M,Casado,22728,"0,78",0
0,SEDAN,SP,51,M,Casado,15742,"0,77",0
10,SEDAN,RJ,58,M,Casado,53965,"0,82",0
4,PICAPE LEVE,SP,37,F,Casado,26310,"0,25",0
1,HATCH,SP,59,M,Viuvo,27023,"0,42",0
9,MONOVOLUME,SP,44,F,Casado,43718,"0,77",0
3,HATCH,SP,65,M,Casado,16689,"0,80",0
10,HATCH,SP,57,F,Viuvo,46183,"0,83",0
6,SUV,DF,40,F,Casado,44775,"0,76",0
10,SEDAN,SP,82,M,Casado,62537,"0,81",0
5,HATCH,SP,37,M,Casado,37304,"0,06",0
10,MONOVOLUME,SC,46,F,Casado,19891,"0,81",0
10,SUV,TO,48,M,Casado,60325,"0,58",0
9,SUV,SP,53,M,Casado,102371,"0,78",0
9,SUV,RJ,42,F,Casado,79869,"0,18",0
5,SUV,SP,33,F,Casado,74658,"0,83",0
10,SEDAN,SP,66,M,Casado,52422,"0,79",0
10,MONOVOLUME,SP,60,M,Casado,20610,"0,78",0
9,SUV,SC,61,M,Casado,144265,"0,81",0
1,MONOVOLUME,SP,25,F,Solteiro,23391,"0,80",1
8,SEDAN,SP,50,M,Casado,32366,"0,76",2
7,SEDAN,SP,69,F,Casado,21569,"0,15",0
5,SEDAN,SP,59,M,Casado,15815,"0,77",0
9,SEDAN,SP,38,M,Casado,22059,"0,78",0
6,HATCH,SP,49,M,Casado,14651,"0,01",0
10,MONOVOLUME,SP,35,M,Casado,27869,"0,77",0
10,SEDAN,RJ,73,F,Viuvo,36781,"0,68",0
1,HATCH,RJ,65,M,Casado,31287,"0,83",0
10,SUV,PR,52,M,Casado,17598,"0,02",0
10,HATCH,SP,76,F,Solteiro,37912,"0,14",0
4,SEDAN,RN,49,M,Casado,37816,"0,77",0
1,HATCH,SP,44,F,Solteiro,26799,"0,77",0
2,MONOVOLUME,RS,56,F,Casado,25504,"0,76",0
10,HATCH,RS,32,M,Casado,48417,"0,76",0
10,SEDAN,SP,76,M,Casado,48127,"0,78",0
10,SEDAN,SP,44,M,Casado,34141,"0,81",0
10,HATCH,SP,70,M,Casado,32255,"0,84",0
4,HATCH,SP,45,F,Divorciado,18045,"0,06",2
10,SEDAN,SP,30,F,Casado,60046,"0,73",0
10,SUV,SP,49,F,Casado,48676,"0,54",0
10,HATCH,SP,57,M,Casado,38920,"0,33",0
2,SUV,RS,47,F,Casado,47685,"0,80",0
10,HATCH,SP,79,M,Casado,10405,"0,22",0
1,SEDAN,SP,48,M,Casado,26418,"0,44",0
6,PICAPE LEVE,SP,45,F,Casado,27178,"0,77",0
4,SEDAN,SP,39,F,Casado,18011,"0,78",0
9,HATCH,PR,54,F,Divorciado,42297,"0,83",0
6,HATCH,RJ,66,M,Casado,15332,"0,11",0
10,SUV,SP,68,F,Casado,79831,"0,78",0
10,SEDAN,RS,67,M,Divorciado,17316,"0,74",0
10,PICAPE LEVE,SP,48,M,Casado,22722,"0,80",0
3,MONOVOLUME,SP,64,F,Casado,51534,"0,81",0
10,HATCH,SP,33,F,Solteiro,31277,"0,06",0
10,HATCH,SP,45,F,Casado,28127,"0,78",0
9,SUV,SP,75,M,Casado,78441,"0,79",0
6,SEDAN,RS,58,F,Casado,32190,"0,78",0
10,SUV,SP,46,F,Viuvo,71310,"0,80",0
6,SEDAN,SP,52,M,Casado,23096,"0,80",0
6,HATCH,SP,40,F,Casado,30044,"0,81",1
10,SUV,RS,47,F,Casado,89159,"0,15",0
10,SUV,SP,58,M,Casado,80973,"0,80",0
2,SUV,SP,69,F,Viuvo,55172,"0,82",0
2,SUV,RS,65,M,Casado,29666,"0,67",0
7,HATCH,SP,47,F,Casado,41353,"0,79",0
10,MONOVOLUME,DF,42,F,Casado,36846,"0,80",0
10,SUV,SP,49,M,Casado,90723,"0,71",0
1,HATCH,SP,30,F,Casado,40146,"0,76",0
10,MONOVOLUME,MG,73,F,Viuvo,21588,"0,80",0
10,HATCH,SP,60,M,Casado,6827,"0,81",0
0,SUV,SC,58,M,Solteiro,77289,"0,81",0
3,HATCH,SP,36,M,Casado,10131,"0,79",0
9,HATCH,SP,51,M,Casado,37646,"0,79",0
2,PICAPE LEVE,SP,36,M,Casado,21170,"0,78",0
5,HATCH,SP,46,M,Casado,37612,"0,37",0
10,HATCH,SP,63,F,Divorciado,41719,"0,46",0
0,STATION WAGON,MG,69,M,Casado,26272,"0,71",0
2,SEDAN,SP,35,M,Solteiro,36150,"0,79",0
10,HATCH,SP,72,M,Casado,34325,"0,77",0
6,SEDAN,CE,39,M,Casado,33023,"0,83",0
5,STATION WAGON,SP,53,F,Casado,41607,"0,80",0
0,HATCH,SP,74,M,Casado,15376,"0,82",0
10,SEDAN,SP,71,F,Casado,63153,"0,81",0
10,HATCH,SP,71,F,Viuvo,37013,"0,81",0
6,SUV,SP,32,F,Casado,72811,"0,81",0
10,SEDAN,SP,40,F,Casado,53491,"0,83",0
10,SEDAN,SP,45,M,Divorciado,82784,"0,79",0
3,SEDAN,SP,43,M,Solteiro,43897,"0,79",0
5,HATCH,SP,31,F,Solteiro,12265,"0,76",0
1,HATCH,SP,38,M,Casado,33953,"0,80",0
3,HATCH,SP,34,M,Casado,30719,"0,78",0
10,SUV,SP,57,M,Casado,80160,"0,78",0
1,HATCH,SP,35,M,Casado,19121,"0,76",0
10,STATION WAGON,SP,50,M,Casado,20793,"0,82",0
4,HATCH,SP,65,F,Solteiro,30237,"0,83",0
10,HATCH,SP,61,M,Casado,20130,"0,81",0
0,MONOVOLUME,SP,65,F,Casado,26705,"0,40",0
3,SUV,RS,65,M,Casado,84840,"0,46",0
2,HATCH,SP,37,F,Casado,37566,"0,24",0
2,SUV,SP,57,M,Casado,51819,"0,78",0
8,HATCH,SP,57,F,Casado,21088,"0,81",0
8,HATCH,SP,84,M,Casado,17570,"0,83",0
1,SEDAN,RJ,52,M,Casado,54189,"0,77",0
3,MONOVOLUME,SP,53,M,Casado,39036,"0,81",0
4,SEDAN,SP,63,M,Casado,12440,"0,76",0
4,SEDAN,MG,65,F,Solteiro,36325,"0,82",0
1,SEDAN,SP,39,F,Casado,43962,"0,79",0
10,MONOVOLUME,SP,43,F,Casado,30257,"0,80",0
10,SEDAN,AL,59,F,Casado,25066,"0,80",0
5,HATCH,SP,67,M,Casado,8927,"0,82",0
7,HATCH,SP,59,M,Casado,16872,"0,11",0
10,SEDAN,SP,70,F,Solteiro,48179,"0,78",0
10,SEDAN,MG,52,F,Casado,53380,"0,81",0
2,HATCH,MG,40,M,Casado,19491,"0,08",0
10,MONOVOLUME,RS,40,F,Casado,22833,"0,77",0
2,MONOVOLUME,SP,65,M,Divorciado,44593,"0,83",0
3,HATCH,SP,46,M,Casado,25045,"0,08",0
8,SUV,SP,48,F,Casado,47541,"0,84",0
10,SUV,PR,53,M,Casado,69450,"0,79",0
0,PICAPE LEVE,SC,46,M,Casado,33326,"0,44",2
10,SEDAN,SP,35,M,Casado,60278,"0,76",0
10,SUV,SP,46,F,Casado,57457,"0,78",0
6,SEDAN,SP,29,M,Casado,59894,"0,83",0
10,SEDAN,SP,50,M,Casado,34251,"0,50",0
10,HATCH,SP,62,F,Casado,29389,"0,81",0
10,JIPE,MG,65,M,Divorciado,59820,"0,83",0
5,SEDAN,SP,25,F,Solteiro,14177,"0,79",0
10,HATCH,SP,29,F,Solteiro,34035,"0,04",0
10,HATCH,SP,56,M,Casado,34150,"0,08",0
10,HATCH,SP,66,M,Casado,24584,"0,79",0
10,HATCH,SP,63,M,Solteiro,28066,"0,80",0
10,HATCH,SP,64,M,Casado,27011,"0,82",0
10,SUV,CE,50,M,Casado,60809,"0,81",0
1,HATCH,SP,69,M,Casado,24995,"0,82",0
5,SEDAN,RS,65,M,Casado,37406,"0,76",0
7,HATCH,PR,52,F,Casado,26930,"0,02",0
10,SUV,SP,77,M,Casado,23275,"0,76",0
6,HATCH,SP,30,F,Casado,15952,"0,82",0
10,PICAPE LEVE,SP,53,F,Solteiro,49142,"0,82",0
10,SUV,PR,59,F,Casado,31690,"0,46",0
10,STATION WAGON,SP,32,M,Casado,19829,"0,67",0
10,HATCH,SP,75,M,Solteiro,9745,"0,77",0
0,MONOVOLUME,MG,50,M,Casado,21281,"0,76",0
10,HATCH,SP,58,M,Casado,7424,"0,32",0
9,HATCH,SP,60,F,Divorciado,24034,"0,76",0
10,STATION WAGON,SP,60,M,Casado,16222,"0,82",0
10,HATCH,SP,44,M,Casado,16745,"0,82",0
1,HATCH,RJ,59,M,Casado,21523,"0,02",0
10,HATCH,SP,50,M,Casado,6873,"0,80",0
10,SEDAN,SP,64,M,Casado,42086,"0,77",0
9,PICAPE PESADA,SP,55,M,Casado,88312,"0,80",0
10,SEDAN,SP,63,M,Solteiro,33023,"0,77",0
4,SEDAN,SP,43,F,Casado,40411,"0,80",0
10,HATCH,SP,41,F,Casado,8781,"0,81",0
9,SEDAN,SP,49,M,Casado,31239,"0,71",0
2,HATCH,CE,58,F,Solteiro,34988,"0,03",0
0,HATCH,SP,58,M,Casado,24132,"0,13",0
7,SEDAN,GO,38,F,Casado,61908,"0,39",0
10,SUV,SP,52,F,Casado,80160,"0,13",0
9,HATCH,SP,40,F,Divorciado,37771,"0,80",0
3,SEDAN,SP,53,F,Casado,28950,"0,78",0
5,MONOVOLUME,PR,38,F,Casado,49080,"0,76",0
10,HATCH,RS,63,F,Viuvo,7425,"0,80",0
10,SEDAN,SP,42,F,Solteiro,42118,"0,49",0
10,PICAPE LEVE,SP,62,M,Viuvo,26310,"0,80",0
10,PICAPE PESADA,PR,61,M,Casado,72071,"0,82",0
10,SEDAN,SP,54,F,Divorciado,18849,"0,83",0
10,SEDAN,SP,45,M,Casado,35610,"0,77",0
10,SEDAN,MG,69,M,Casado,43799,"0,82",0
10,ESPORTIVO,PR,78,M,Casado,38476,"0,77",0
10,STATION WAGON,SP,69,M,Viuvo,32869,"0,78",0
10,SUV,SP,62,F,Solteiro,61697,"0,03",0
3,SEDAN,SP,61,F,Solteiro,20425,"0,53",2
1,PICAPE LEVE,SP,42,M,Casado,18957,"0,76",0
6,HATCH,RJ,55,M,Casado,24832,"0,76",0
1,MONOVOLUME,SP,37,F,Casado,29022,"0,77",0
6,SEDAN,RS,67,F,Casado,32375,"0,80",0
0,PICAPE LEVE,SC,52,M,Casado,13590,"0,77",0
5,HATCH,SP,63,F,Casado,30391,"0,68",0
10,MONOVOLUME,SP,56,F,Casado,15712,"0,79",0
7,STATION WAGON,SP,61,M,Casado,32519,"0,83",0
