tipo	idade	sexo	civil	valor	expos	nsinist
hatch	64	F	Casado	33.166	0.83	0
sedan	78	F	Casado	53.185	0.83	0
sedan	47	M	Casado	16.68	0.79	0
sedan	71	M	Casado	84.495	0.81	0
suv	53	F	Solteiro	29.666	0.83	0
wagon	42	M	Casado	26.272	0.08	0
sedan	28	F	Solteiro	18.026	0.51	0
mono	79	M	Viuvo	15.996	0.8	0
hatch	40	F	Casado	16.356	0.05	0
mono	58	M	Casado	19.922	0.82	0
hatch	23	F	Casado	15.952	0.77	0
sedan	56	M	Casado	26.278	0.8	0
sedan	48	F	Casado	33.844	0.2	0
suv	36	M	Casado	65.41	0.84	0
mono	59	M	Casado	21.783	0.81	0
sedan	77	F	Viuvo	77.545	0.81	0
hatch	71	M	Casado	60.941	0.79	0
hatch	55	F	Casado	18.691	0.71	0
hatch	34	F	Casado	28.689	0.12	0
hatch	64	M	Casado	18.104	0.82	0
hatch	57	F	Casado	34.325	0.77	0
suv	72	F	Viuvo	47.534	0.82	0
suv	52	M	Casado	52.478	0.5	0
sedan	54	M	Casado	34.854	0.75	0
mono	61	M	Solteiro	36.848	0.38	0
suv	65	M	Casado	80.429	0.29	0
sedan	50	F	Casado	24.755	0.81	0
sedan	63	F	Casado	19.608	0.8	0
hatch	46	M	Solteiro	39.703	0.12	0
hatch	63	M	Casado	27.713	0.83	0
mono	71	M	Casado	17.884	0.79	0
suv	64	M	Casado	35.069	0.8	0
suv	44	M	Casado	54.51	0.53	0
hatch	69	F	Solteiro	3.884	0.04	0
hatch	49	F	Casado	20.073	0.13	0
suv	46	F	Casado	34.816	0.76	0
hatch	51	M	Casado	17.818	0.8	0
mono	29	F	Solteiro	17.222	0.79	0
sedan	62	M	Casado	60.278	0.31	1
hatch	44	F	Casado	23.723	0.77	0
sedan	55	F	Divorciado	35.493	0.59	0
hatch	64	F	Casado	42.2	0.79	0
sedan	54	M	Casado	42.532	0.81	0
hatch	64	F	Casado	39.377	0.24	0
sedan	65	M	Casado	55.2	0.8	0
suv	65	F	Casado	59.839	0.84	0
sedan	46	M	Casado	44.904	0.27	0
mono	61	M	Casado	21.963	0.04	0
hatch	52	F	Casado	23.329	0.8	0
hatch	68	M	Casado	34.325	0.81	0
sedan	29	M	Casado	43.752	0.82	0
hatch	45	F	Solteiro	11.74	0.83	0
suv	70	M	Casado	52.478	0.3	0
suv	57	M	Casado	33.644	0.78	0
sedan	68	F	Divorciado	23.815	0.16	0
hatch	62	F	Solteiro	48.936	0.83	0
mono	58	F	Casado	38.21	0.82	1
sedan	76	M	Casado	45.766	0.18	0
mono	44	F	Casado	62.901	0.76	0
picape	82	M	Casado	12.232	0.18	0
hatch	39	F	Casado	29.745	0.34	0
mono	58	F	Casado	34.396	0.8	0
wagon	75	M	Casado	26.212	0.8	0
picape	37	M	Casado	35.17	0.81	0
sedan	38	F	Casado	34.913	0.82	0
suv	58	F	Casado	63.539	0.34	0
hatch	33	M	Casado	23.898	0.6	0
picape	70	F	Casado	33.326	0.79	0
hatch	52	F	Casado	41.122	0.82	0
picape	72	F	Casado	36.654	0.79	0
sedan	34	M	Casado	70.272	0.84	0
mono	44	M	Casado	29.14	0.08	0
hatch	63	F	Viuvo	28.594	0.65	0
hatch	46	M	Casado	39.493	0.78	0
hatch	40	M	Casado	32.583	0.83	0
hatch	31	M	Casado	33.882	0.8	0
sedan	61	F	Casado	33.543	0.59	0
sedan	58	M	Casado	22.203	0.78	0
hatch	43	F	Casado	19.398	0.79	0
sedan	48	F	Casado	39.741	0.8	0
sedan	65	M	Casado	29.255	0.81	0
sedan	35	M	Casado	59.251	0.05	0
sedan	67	M	Casado	60.852	0.21	0
hatch	44	F	Casado	16.697	0.8	0
hatch	50	M	Casado	33.218	0.81	0
sedan	50	M	Casado	46.019	0.55	0
mono	22	F	Solteiro	45.139	0.79	0
hatch	45	F	Casado	10.811	0.81	0
hatch	71	M	Solteiro	34.655	0.59	0
suv	49	M	Casado	72.608	0.08	0
wagon	58	M	Casado	24.141	0.79	0
hatch	56	F	Casado	33.59	0.79	0
sedan	47	F	Casado	19.608	0.84	0
suv	63	F	Casado	46.295	0.01	0
picape	27	M	Solteiro	37.078	0.11	0
sedan	49	M	Casado	44.989	0.28	0
hatch	53	F	Casado	10.205	0.79	0
hatch	33	M	Casado	34.325	0.1	0
hatch	56	M	Casado	19.436	0.6	0
hatch	60	M	Casado	20.556	0.79	0
hatch	81	F	Viuvo	23.229	0.81	0
hatch	41	M	Casado	40.447	0.06	0
hatch	52	F	Divorciado	26.016	0.07	0
hatch	70	M	Casado	22.636	0.79	0
sedan	69	M	Casado	10.689	0.76	0
sedan	44	F	Casado	46.689	0.83	0
picape	64	M	Divorciado	12.641	0.81	0
picape	74	M	Casado	38.707	0.02	0
suv	54	M	Casado	75.491	0.6	0
hatch	38	F	Casado	21.725	0.78	0
picape	70	M	Casado	20.648	0.8	0
hatch	33	M	Casado	19.642	0.69	0
hatch	21	F	Solteiro	34.773	0.76	0
hatch	32	F	Solteiro	12.679	0.01	0
hatch	50	F	Solteiro	24.914	0.01	0
sedan	35	F	Casado	31.006	0.76	0
suv	34	M	Casado	62.205	0.79	0
hatch	47	M	Casado	19.833	0.8	0
sedan	44	F	Solteiro	67.854	0.82	0
hatch	60	F	Casado	12.679	0.82	0
hatch	50	M	Casado	25.719	0.82	0
hatch	52	M	Casado	17.455	0.82	0
hatch	40	F	Casado	41.637	0.08	0
suv	59	M	Solteiro	84.425	0.8	0
hatch	71	M	Casado	20.1	0.81	0
hatch	47	F	Casado	32.585	0.81	0
sedan	39	F	Casado	34.624	0.82	0
suv	50	M	Casado	45.846	0.79	0
hatch	53	F	Casado	34.325	0.83	0
hatch	64	F	Casado	16.448	0.76	0
sedan	79	M	Casado	74.088	0.05	0
hatch	65	F	Casado	27.726	0.82	0
suv	41	F	Casado	66.56	0.29	0
hatch	57	F	Casado	45.387	0.79	0
hatch	41	F	Casado	31.287	0.82	0
suv	29	M	Casado	36.093	0.81	0
hatch	38	M	Casado	20.806	0.79	0
hatch	60	F	Casado	6.268	0.78	0
sedan	63	F	Casado	35.959	0.79	0
hatch	48	M	Casado	26.17	0.68	0
hatch	52	F	Divorciado	27.839	0.77	0
hatch	35	F	Casado	32.546	0.11	0
mono	41	F	Casado	16.114	0.16	0
hatch	84	M	Casado	14.378	0.58	1
hatch	45	F	Casado	21.211	0.79	0
sedan	70	M	Casado	84.525	0.79	0
sedan	42	M	Casado	25.826	0.81	0
hatch	38	M	Casado	34.225	0.76	1
sedan	63	M	Casado	53.185	0.01	0
sedan	83	M	Casado	28.346	0.78	0
suv	39	F	Casado	45.937	0.06	0
hatch	38	M	Casado	25.52	0.81	0
suv	63	M	Casado	30.8	0.83	0
sedan	49	M	Casado	20.532	0.83	0
sedan	37	M	Casado	16.202	0.17	0
suv	52	M	Casado	99.982	0.81	0
hatch	39	F	Solteiro	41.735	0.76	0
mono	66	F	Casado	37.787	0.82	0
suv	51	M	Casado	27.721	0.08	0
sedan	50	M	Casado	22.728	0.78	0
sedan	51	M	Casado	15.742	0.77	0
sedan	58	M	Casado	53.965	0.82	0
picape	37	F	Casado	26.31	0.25	0
hatch	59	M	Viuvo	27.023	0.42	0
mono	44	F	Casado	43.718	0.77	0
hatch	65	M	Casado	16.689	0.8	0
hatch	57	F	Viuvo	46.183	0.83	0
suv	40	F	Casado	44.775	0.76	0
sedan	82	M	Casado	62.537	0.81	0
hatch	37	M	Casado	37.304	0.06	0
mono	46	F	Casado	19.891	0.81	0
suv	48	M	Casado	60.325	0.58	0
suv	53	M	Casado	102.371	0.78	0
suv	42	F	Casado	79.869	0.18	0
suv	33	F	Casado	74.658	0.83	0
sedan	66	M	Casado	52.422	0.79	0
mono	60	M	Casado	20.61	0.78	0
suv	61	M	Casado	144.265	0.81	0
mono	25	F	Solteiro	23.391	0.8	1
sedan	50	M	Casado	32.366	0.76	2
sedan	69	F	Casado	21.569	0.15	0
sedan	59	M	Casado	15.815	0.77	0
sedan	38	M	Casado	22.059	0.78	0
hatch	49	M	Casado	14.651	0.01	0
mono	35	M	Casado	27.869	0.77	0
sedan	73	F	Viuvo	36.781	0.68	0
hatch	65	M	Casado	31.287	0.83	0
suv	52	M	Casado	17.598	0.02	0
hatch	76	F	Solteiro	37.912	0.14	0
sedan	49	M	Casado	37.816	0.77	0
hatch	44	F	Solteiro	26.799	0.77	0
mono	56	F	Casado	25.504	0.76	0
hatch	32	M	Casado	48.417	0.76	0
sedan	76	M	Casado	48.127	0.78	0
sedan	44	M	Casado	34.141	0.81	0
hatch	70	M	Casado	32.255	0.84	0
hatch	45	F	Divorciado	18.045	0.06	2
sedan	30	F	Casado	60.046	0.73	0
suv	49	F	Casado	48.676	0.54	0
hatch	57	M	Casado	38.92	0.33	0
suv	47	F	Casado	47.685	0.8	0
hatch	79	M	Casado	10.405	0.22	0
sedan	48	M	Casado	26.418	0.44	0
picape	45	F	Casado	27.178	0.77	0
sedan	39	F	Casado	18.011	0.78	0
hatch	54	F	Divorciado	42.297	0.83	0
hatch	66	M	Casado	15.332	0.11	0
suv	68	F	Casado	79.831	0.78	0
sedan	67	M	Divorciado	17.316	0.74	0
picape	48	M	Casado	22.722	0.8	0
mono	64	F	Casado	51.534	0.81	0
hatch	33	F	Solteiro	31.277	0.06	0
hatch	45	F	Casado	28.127	0.78	0
suv	75	M	Casado	78.441	0.79	0
sedan	58	F	Casado	32.19	0.78	0
suv	46	F	Viuvo	71.31	0.8	0
sedan	52	M	Casado	23.096	0.8	0
hatch	40	F	Casado	30.044	0.81	1
suv	47	F	Casado	89.159	0.15	0
suv	58	M	Casado	80.973	0.8	0
suv	69	F	Viuvo	55.172	0.82	0
suv	65	M	Casado	29.666	0.67	0
hatch	47	F	Casado	41.353	0.79	0
mono	42	F	Casado	36.846	0.8	0
suv	49	M	Casado	90.723	0.71	0
hatch	30	F	Casado	40.146	0.76	0
mono	73	F	Viuvo	21.588	0.8	0
hatch	60	M	Casado	6.827	0.81	0
suv	58	M	Solteiro	77.289	0.81	0
hatch	36	M	Casado	10.131	0.79	0
hatch	51	M	Casado	37.646	0.79	0
picape	36	M	Casado	21.17	0.78	0
hatch	46	M	Casado	37.612	0.37	0
hatch	63	F	Divorciado	41.719	0.46	0
wagon	69	M	Casado	26.272	0.71	0
sedan	35	M	Solteiro	36.15	0.79	0
hatch	72	M	Casado	34.325	0.77	0
sedan	39	M	Casado	33.023	0.83	0
wagon	53	F	Casado	41.607	0.8	0
hatch	74	M	Casado	15.376	0.82	0
sedan	71	F	Casado	63.153	0.81	0
hatch	71	F	Viuvo	37.013	0.81	0
suv	32	F	Casado	72.811	0.81	0
sedan	40	F	Casado	53.491	0.83	0
sedan	45	M	Divorciado	82.784	0.79	0
sedan	43	M	Solteiro	43.897	0.79	0
hatch	31	F	Solteiro	12.265	0.76	0
hatch	38	M	Casado	33.953	0.8	0
hatch	34	M	Casado	30.719	0.78	0
suv	57	M	Casado	80.16	0.78	0
hatch	35	M	Casado	19.121	0.76	0
wagon	50	M	Casado	20.793	0.82	0
hatch	65	F	Solteiro	30.237	0.83	0
hatch	61	M	Casado	20.13	0.81	0
mono	65	F	Casado	26.705	0.4	0
suv	65	M	Casado	84.84	0.46	0
hatch	37	F	Casado	37.566	0.24	0
suv	57	M	Casado	51.819	0.78	0
hatch	57	F	Casado	21.088	0.81	0
hatch	84	M	Casado	17.57	0.83	0
sedan	52	M	Casado	54.189	0.77	0
mono	53	M	Casado	39.036	0.81	0
sedan	63	M	Casado	12.44	0.76	0
sedan	65	F	Solteiro	36.325	0.82	0
sedan	39	F	Casado	43.962	0.79	0
mono	43	F	Casado	30.257	0.8	0
sedan	59	F	Casado	25.066	0.8	0
hatch	67	M	Casado	8.927	0.82	0
hatch	59	M	Casado	16.872	0.11	0
sedan	70	F	Solteiro	48.179	0.78	0
sedan	52	F	Casado	53.38	0.81	0
hatch	40	M	Casado	19.491	0.08	0
mono	40	F	Casado	22.833	0.77	0
mono	65	M	Divorciado	44.593	0.83	0
hatch	46	M	Casado	25.045	0.08	0
suv	48	F	Casado	47.541	0.84	0
suv	53	M	Casado	69.45	0.79	0
picape	46	M	Casado	33.326	0.44	2
sedan	35	M	Casado	60.278	0.76	0
suv	46	F	Casado	57.457	0.78	0
sedan	29	M	Casado	59.894	0.83	0
sedan	50	M	Casado	34.251	0.5	0
hatch	62	F	Casado	29.389	0.81	0
sedan	25	F	Solteiro	14.177	0.79	0
hatch	29	F	Solteiro	34.035	0.04	0
hatch	56	M	Casado	34.15	0.08	0
hatch	66	M	Casado	24.584	0.79	0
hatch	63	M	Solteiro	28.066	0.8	0
hatch	64	M	Casado	27.011	0.82	0
suv	50	M	Casado	60.809	0.81	0
hatch	69	M	Casado	24.995	0.82	0
sedan	65	M	Casado	37.406	0.76	0
hatch	52	F	Casado	26.93	0.02	0
suv	77	M	Casado	23.275	0.76	0
hatch	30	F	Casado	15.952	0.82	0
picape	53	F	Solteiro	49.142	0.82	0
suv	59	F	Casado	31.69	0.46	0
wagon	32	M	Casado	19.829	0.67	0
hatch	75	M	Solteiro	9.745	0.77	0
mono	50	M	Casado	21.281	0.76	0
hatch	58	M	Casado	7.424	0.32	0
hatch	60	F	Divorciado	24.034	0.76	0
wagon	60	M	Casado	16.222	0.82	0
hatch	44	M	Casado	16.745	0.82	0
hatch	59	M	Casado	21.523	0.02	0
hatch	50	M	Casado	6.873	0.8	0
sedan	64	M	Casado	42.086	0.77	0
picape	55	M	Casado	88.312	0.8	0
sedan	63	M	Solteiro	33.023	0.77	0
sedan	43	F	Casado	40.411	0.8	0
hatch	41	F	Casado	8.781	0.81	0
sedan	49	M	Casado	31.239	0.71	0
hatch	58	F	Solteiro	34.988	0.03	0
hatch	58	M	Casado	24.132	0.13	0
sedan	38	F	Casado	61.908	0.39	0
suv	52	F	Casado	80.16	0.13	0
hatch	40	F	Divorciado	37.771	0.8	0
sedan	53	F	Casado	28.95	0.78	0
mono	38	F	Casado	49.08	0.76	0
hatch	63	F	Viuvo	7.425	0.8	0
sedan	42	F	Solteiro	42.118	0.49	0
picape	62	M	Viuvo	26.31	0.8	0
picape	61	M	Casado	72.071	0.82	0
sedan	54	F	Divorciado	18.849	0.83	0
sedan	45	M	Casado	35.61	0.77	0
sedan	69	M	Casado	43.799	0.82	0
wagon	69	M	Viuvo	32.869	0.78	0
suv	62	F	Solteiro	61.697	0.03	0
sedan	61	F	Solteiro	20.425	0.53	2
picape	42	M	Casado	18.957	0.76	0
hatch	55	M	Casado	24.832	0.76	0
mono	37	F	Casado	29.022	0.77	0
sedan	67	F	Casado	32.375	0.8	0
picape	52	M	Casado	13.59	0.77	0
hatch	63	F	Casado	30.391	0.68	0
mono	56	F	Casado	15.712	0.79	0
wagon	61	M	Casado	32.519	0.83	0
hatch	59	F	Casado	35.267	0.77	0
hatch	40	M	Solteiro	27.211	0.81	0
hatch	47	F	Solteiro	22.067	0.41	0
mono	64	M	Viuvo	28.196	0.8	0
sedan	54	M	Casado	38.892	0.06	0
hatch	29	F	Casado	29.861	0.4	0
sedan	68	M	Casado	29.672	0.82	1
sedan	62	M	Divorciado	32.538	0.17	0
sedan	58	M	Casado	45.135	0.76	0
sedan	76	M	Casado	12.043	0.8	0
sedan	49	M	Casado	7.794	0.77	0
hatch	48	F	Casado	16.801	0.76	0
sedan	50	M	Casado	34.251	0.02	0
hatch	30	F	Solteiro	48.122	0.77	0
picape	44	F	Solteiro	44.745	0.76	0
suv	59	F	Casado	47.272	0.81	0
suv	72	F	Viuvo	43.292	0.45	0
sedan	59	M	Casado	66.079	0.8	0
sedan	56	M	Casado	74.235	0.35	0
sedan	67	F	Divorciado	40.985	0.78	0
picape	49	M	Casado	32.522	0.83	0
sedan	54	M	Casado	32.141	0.76	0
suv	32	F	Casado	28.44	0.79	0
hatch	59	M	Casado	33.845	0.81	0
suv	37	M	Casado	46.71	0.76	0
sedan	38	F	Casado	15.742	0.83	0
suv	33	F	Solteiro	56.907	0.01	0
sedan	31	F	Solteiro	43.799	0.74	0
hatch	69	F	Casado	17.683	0.76	0
sedan	24	F	Solteiro	39.545	0.83	0
hatch	60	F	Casado	14.26	0.81	0
picape	61	M	Casado	36.656	0.5	0
hatch	31	F	Casado	20.694	0.77	0
sedan	63	M	Casado	43.897	0.79	0
sedan	31	M	Casado	40.837	0.8	0
sedan	54	M	Casado	24.755	0.81	0
hatch	49	F	Solteiro	29.887	0.81	0
sedan	66	M	Divorciado	51.929	0.79	0
wagon	60	F	Casado	20.284	0.77	0
sedan	53	M	Casado	39.842	0.82	0
hatch	63	M	Casado	21.217	0.1	0
mono	80	M	Casado	36.101	0.8	0
wagon	74	M	Casado	21.429	0.84	0
picape	66	M	Casado	41.476	0.77	0
suv	45	M	Casado	45.937	0.8	0
suv	44	M	Casado	74.658	0.82	0
sedan	37	M	Casado	26.456	0.76	0
sedan	38	F	Casado	18.229	0.79	0
hatch	87	F	Casado	34.212	0.4	3
hatch	62	M	Solteiro	11.031	0.78	0
hatch	61	F	Casado	41.624	0.76	1
suv	55	M	Casado	60.219	0.73	0
mono	73	M	Casado	22.11	0.79	0
hatch	59	M	Casado	34.83	0.78	0
suv	66	M	Casado	25.742	0.5	0
mono	39	M	Solteiro	32.075	0.83	0
sedan	46	M	Casado	24.522	0.54	0
sedan	72	M	Casado	18.502	0.19	0
hatch	38	F	Casado	17.487	0.81	1
picape	78	M	Casado	31.203	0.76	0
hatch	28	M	Solteiro	12.758	0.59	0
hatch	32	F	Solteiro	26.799	0.01	0
wagon	38	F	Casado	34.244	0.77	0
suv	41	F	Casado	74.658	0.76	0
suv	50	F	Casado	58.759	0.78	0
suv	37	F	Casado	51.819	0.78	0
hatch	36	F	Casado	14.76	0.42	0
sedan	54	M	Casado	22.876	0.46	0
sedan	45	M	Casado	32.796	0.82	0
hatch	37	M	Solteiro	16.435	0.01	0
sedan	37	F	Casado	39.741	0.8	0
mono	33	M	Casado	44.032	0.01	0
sedan	49	M	Casado	27.627	0.82	0
suv	52	F	Casado	52.478	0.81	0
hatch	63	F	Solteiro	16.572	0.27	0
wagon	53	M	Casado	17.568	0.8	0
sedan	56	M	Divorciado	65.949	0.72	0
hatch	62	M	Casado	23.092	0.76	0
sedan	77	M	Casado	13.4	0.78	0
sedan	38	M	Casado	28.169	0.83	0
suv	40	M	Casado	21.159	0.83	0
sedan	39	M	Casado	41.606	0.3	0
mono	65	M	Casado	21.588	0.8	0
suv	32	M	Casado	53.268	0.77	0
hatch	63	M	Casado	10.24	0.82	0
suv	62	F	Casado	47.255	0.63	0
hatch	52	M	Casado	16.356	0.78	0
suv	18	F	Solteiro	92.675	0.27	0
hatch	65	M	Casado	14.258	0.76	0
hatch	42	M	Casado	24.501	0.76	0
suv	52	F	Casado	66.445	0.8	0
sedan	33	F	Casado	17.789	0.26	0
suv	41	M	Casado	21.7	0.82	0
hatch	67	M	Casado	37.556	0.78	1
mono	35	F	Casado	22.591	0.01	0
sedan	53	M	Casado	53.185	0.01	0
sedan	59	M	Casado	21.428	0.77	0
picape	51	M	Casado	24.994	0.78	0
suv	62	F	Casado	67.323	0.34	0
mono	51	M	Divorciado	20.956	0.84	0
suv	61	F	Casado	44.19	0.82	0
suv	39	M	Casado	33.644	0.77	1
suv	44	F	Solteiro	27.985	0.8	0
hatch	66	M	Casado	20.073	0.42	0
sedan	69	M	Casado	45.171	0.5	0
sedan	60	M	Casado	24.958	0.8	0
hatch	41	M	Casado	32.655	0.77	0
hatch	21	M	Solteiro	23.28	0.24	0
hatch	65	F	Casado	24.177	0.76	0
wagon	47	F	Solteiro	16.222	0.65	0
hatch	31	M	Casado	22.501	0.77	0
sedan	53	M	Casado	25.066	0.83	0
picape	59	F	Casado	14.121	0.78	0
hatch	41	F	Casado	17.587	0.02	0
hatch	44	M	Casado	28.81	0.79	0
mono	46	M	Casado	24.486	0.4	0
hatch	52	F	Divorciado	40.393	0.83	0
hatch	57	F	Casado	28.776	0.39	0
hatch	56	M	Casado	19.171	0.77	0
suv	44	M	Casado	24.485	0.66	0
mono	48	M	Casado	35.197	0.76	0
hatch	42	F	Casado	33.442	0.17	0
sedan	69	M	Casado	48.299	0.28	0
suv	32	M	Casado	42.713	0.76	0
hatch	61	F	Casado	19.665	0.76	0
sedan	62	F	Casado	26.637	0.76	0
mono	70	F	Casado	32.075	0.8	0
hatch	51	M	Casado	8.189	0.76	0
sedan	62	M	Casado	39.403	0.77	0
sedan	54	F	Casado	34.572	0.77	0
sedan	39	F	Casado	20.002	0.78	0
hatch	58	F	Casado	27.01	0.79	0
suv	42	F	Casado	44.035	0.83	1
sedan	36	M	Casado	25.115	0.81	0
hatch	63	M	Casado	26.248	0.77	0
hatch	38	F	Casado	22.401	0.77	0
suv	51	F	Casado	56.76	0.5	0
hatch	36	F	Casado	18.502	0.76	0
picape	58	M	Divorciado	16.482	0.83	0
mono	68	F	Divorciado	35.621	0.39	0
hatch	34	M	Casado	17.339	0.81	0
hatch	42	M	Divorciado	33.8	0.12	0
hatch	47	F	Solteiro	19.761	0.5	0
suv	40	M	Casado	48.155	0.1	0
suv	43	M	Casado	62.101	0.43	0
picape	65	F	Casado	38.707	0.8	0
mono	71	M	Casado	43.718	0.82	0
sedan	71	M	Viuvo	23.734	0.05	0
hatch	51	F	Casado	28.81	0.79	0
sedan	68	M	Casado	16.666	0.81	0
sedan	64	F	Casado	27.631	0.82	0
hatch	75	M	Casado	42.841	0.77	0
sedan	42	M	Casado	19.702	0.76	0
sedan	60	F	Casado	33.023	0.81	0
mono	65	M	Casado	18.192	0.77	0
sedan	69	F	Casado	46.329	0.81	0
sedan	56	F	Casado	21.202	0.79	0
hatch	35	F	Solteiro	25.015	0.79	0
hatch	52	M	Casado	32.092	0.82	0
suv	45	F	Casado	47.014	0.79	0
sedan	39	M	Casado	56.852	0.82	0
mono	50	F	Casado	32.075	0.79	0
sedan	62	M	Casado	82.259	0.79	0
hatch	37	F	Solteiro	13.568	0.83	0
sedan	66	M	Casado	45.766	0.07	0
hatch	69	M	Casado	28.321	0.82	0
hatch	36	F	Solteiro	16.556	0.84	0
sedan	56	F	Casado	56.852	0.76	0
sedan	65	F	Viuvo	40.499	0.78	0
hatch	59	F	Solteiro	6.681	0.79	0
sedan	57	M	Casado	17.645	0.78	0
suv	72	M	Casado	25.633	0.8	0
hatch	55	F	Casado	19.974	0.01	0
sedan	32	F	Casado	60.278	0.83	0
hatch	29	M	Casado	34.451	0.51	0
sedan	68	M	Casado	56.852	0.79	0
suv	47	F	Solteiro	65.119	0.79	0
hatch	38	F	Solteiro	12.679	0.18	0
sedan	78	M	Casado	21.218	0.5	0
sedan	38	M	Casado	14.713	0.81	0
suv	40	F	Casado	51.819	0.77	0
sedan	74	M	Casado	37.71	0.8	0
hatch	79	M	Viuvo	10.651	0.79	0
hatch	67	M	Casado	16.556	0.81	0
mono	74	M	Casado	23.124	0.83	0
mono	53	M	Casado	17.56	0.02	0
hatch	57	F	Viuvo	15.952	0.79	0
suv	35	F	Casado	99.982	0.82	0
sedan	44	M	Casado	24.386	0.01	0
mono	34	F	Casado	24.774	0.17	0
mono	39	M	Casado	20.268	0.82	0
sedan	53	M	Solteiro	50.765	0.31	1
hatch	71	M	Casado	16.663	0.79	0
picape	68	M	Casado	11.395	0.01	0
hatch	60	F	Solteiro	39.313	0.83	0
hatch	63	F	Casado	37.685	0.77	0
hatch	34	F	Casado	29.545	0.82	0
sedan	62	M	Casado	25.826	0.76	0
sedan	69	M	Casado	28.992	0.77	0
suv	51	F	Solteiro	52.374	0.46	0
sedan	48	F	Casado	77.545	0.48	0
wagon	58	M	Casado	32.519	0.41	0
mono	47	M	Casado	21.414	0.81	0
sedan	35	M	Solteiro	43.35	0.8	0
sedan	47	M	Casado	14.744	0.78	0
mono	37	F	Casado	15.256	0.18	0
suv	56	M	Casado	36.352	0.77	0
mono	52	F	Casado	31.825	0.81	0
hatch	26	F	Solteiro	31.002	0.01	0
hatch	45	F	Solteiro	17.733	0.76	0
sedan	29	M	Solteiro	34.572	0.77	0
sedan	71	F	Casado	27.102	0.24	0
mono	39	F	Divorciado	32.474	0.76	0
sedan	52	M	Casado	25.208	0.83	0
hatch	38	F	Casado	28.567	0.76	0
mono	42	F	Casado	33.423	0.06	0
suv	38	M	Casado	99.795	0.27	0
suv	35	M	Casado	48.614	0.76	0
hatch	60	F	Casado	30.02	0.8	0
hatch	59	F	Solteiro	28.37	0.79	0
hatch	35	F	Casado	28.689	0.54	0
hatch	67	M	Casado	18.329	0.82	0
hatch	51	F	Casado	39.703	0.44	0
sedan	69	M	Casado	20.666	0.81	0
hatch	31	M	Casado	37.107	0.68	0
hatch	58	F	Divorciado	12.96	0.76	0
suv	35	F	Casado	62.627	0.81	0
sedan	32	F	Solteiro	17.613	0.82	0
hatch	32	F	Casado	34.332	0.82	0
picape	44	M	Casado	79.921	0.24	0
hatch	46	F	Casado	25.392	0.58	0
hatch	68	M	Casado	20.458	0.77	0
sedan	74	M	Casado	26.895	0.79	0
sedan	46	M	Casado	82.871	0.21	0
picape	60	M	Casado	46.33	0.27	0
picape	41	M	Casado	33.001	0.07	0
mono	56	F	Divorciado	37.316	0.81	0
sedan	63	F	Casado	24.687	0.84	0
mono	54	M	Casado	23.391	0.01	0
hatch	51	M	Casado	22.425	0.77	0
hatch	27	F	Solteiro	13.837	0.77	0
hatch	43	M	Casado	6.107	0.49	0
mono	64	F	Casado	33.83	0.19	0
sedan	65	M	Casado	26.663	0.3	0
sedan	84	M	Casado	37.456	0.78	0
sedan	45	M	Casado	39.842	0.82	0
suv	38	F	Casado	47.11	0.11	0
hatch	24	M	Solteiro	37.928	0.78	0
hatch	39	F	Casado	37.685	0.38	0
hatch	64	M	Casado	9.525	0.81	0
suv	43	F	Casado	80.804	0.79	0
hatch	25	F	Solteiro	20.466	0.81	0
hatch	41	F	Casado	21.251	0.64	0
sedan	65	M	Casado	12.946	0.77	0
hatch	44	M	Casado	20.588	0.77	1
sedan	71	M	Casado	21.066	0.79	0
hatch	52	F	Solteiro	24.729	0.82	1
sedan	50	F	Casado	42.996	0.78	0
suv	47	M	Solteiro	56.907	0.79	0
hatch	30	M	Casado	25.92	0.05	0
sedan	59	F	Casado	54.253	0.8	0
sedan	51	F	Casado	31.592	0.83	0
hatch	67	M	Casado	37.741	0.76	2
hatch	67	F	Viuvo	16.469	0.16	1
sedan	52	F	Divorciado	54.253	0.81	0
hatch	43	M	Casado	20.964	0.42	0
sedan	56	M	Casado	22.733	0.81	0
hatch	37	F	Casado	37.994	0.02	0
hatch	71	F	Casado	17.319	0.77	0
hatch	61	F	Casado	24.626	0.79	0
picape	73	F	Casado	47.71	0.8	0
hatch	60	M	Casado	16.745	0.25	0
mono	43	F	Casado	20.428	0.82	0
sedan	55	M	Casado	12.043	0.22	0
suv	64	M	Casado	34.816	0.79	0
suv	66	M	Casado	35.183	0.77	0
mono	58	M	Casado	44.125	0.76	0
sedan	62	F	Divorciado	36.283	0.79	0
suv	42	F	Casado	60.813	0.37	0
hatch	43	M	Casado	19.491	0.83	0
hatch	33	F	Casado	22.481	0.45	1
hatch	54	M	Casado	15.119	0.01	0
hatch	69	M	Casado	42.377	0.77	0
suv	60	M	Casado	57.001	0.81	0
hatch	29	F	Casado	41.84	0.81	0
sedan	50	M	Casado	56.852	0.77	0
hatch	41	F	Solteiro	36.103	0.8	0
suv	79	M	Casado	44.26	0.79	0
sedan	65	M	Casado	17.613	0.77	0
picape	75	M	Casado	20.742	0.8	0
hatch	50	M	Divorciado	11.153	0.38	0
hatch	50	M	Casado	39.703	0.76	0
picape	65	M	Casado	114.249	0.82	0
suv	74	M	Casado	57.001	0.77	0
sedan	55	M	Casado	29.415	0.8	0
